"","date","Appliances","lights","T1","RH_1","T2","RH_2","T3","RH_3","T4","RH_4","T5","RH_5","T6","RH_6","T7","RH_7","T8","RH_8","T9","RH_9","T_out","Press_mm_hg","RH_out","Windspeed","Visibility","Tdewpoint","rv1","rv2"
"9789",NA,90,0,21.2,36.03,19.2,37.5,22.1,34.4,21.16333,35.16333,18.5,43.5,9.1,23.39667,19.29,28.89,22.76,36.79,19.39,35.03,7.033333,762.1,68,3.333333,27.33333,1.533333,34.67603,34.67603
"9790",NA,80,0,21.26,36.09,19.26,37.56,22.1,34.4,21.35667,35.03,18.5,43.43333,8.963333,24.36667,19.26,28.82667,22.76,36.79,19.39,35.09,7,762.1,68,3.5,26.5,1.5,25.34771,25.34771
"9791",NA,80,0,21.32333,36.09,19.39,37.59,22.1,34.32667,21.63333,34.96667,18.5,43.4,8.83,24.82667,19.2,28.76,22.7,36.86333,19.39,35,6.966667,762.1,68,3.666667,25.66667,1.466667,45.66403,45.66403
"9792",NA,90,0,21.39,36.03,19.46333,37.66333,22.1,34.4,21.82667,34.9,18.5,43.4,8.66,25.46,19.2,28.79,22.7,37.03,19.39,35,6.933333,762.1,68,3.833333,24.83333,1.433333,40.61651,40.61651
"9793",NA,110,0,21.42667,36.03,19.6,37.56,22.1,34.4,22,34.7,18.5,43.345,8.46,25.46,19.26,28.79,22.7,37.09,19.39,35,6.9,762.1,68,4,24,1.4,20.22687,20.22687
"9794",NA,110,10,21.5,36.0225,19.66667,37.56,22.1,34.43333,22,34.62667,18.5,43.29,8.3,26.33333,19.2,28.79,22.7,37.06,19.32333,34.9,6.85,762.1167,68.16667,3.833333,24,1.366667,39.70711,39.70711
"9795",NA,130,30,21.5,36,19.73,37.59,22.1,34.5,21.96333,34.5,18.5,43.29,8.226667,26.93333,19.26,28.85667,22.76,36.93333,19.32333,34.9,6.8,762.1333,68.33333,3.666667,24,1.333333,0.8503951,0.8503951
"9796",NA,220,20,21.53333,36,19.79,37.53,22.1,34.59,21.96333,34.5,18.5,43.29,8.033333,28.36667,19.2,28.82333,22.79,36.79,19.35667,34.9,6.75,762.15,68.5,3.5,24,1.3,27.43897,27.43897
"9797",NA,200,20,21.66667,36.6,19.89,37.46667,22.1,34.59,22,34.29,18.5,43.29,7.7175,29.545,19.2,28.89,22.79,36.73,19.29,34.9,6.7,762.1667,68.66667,3.333333,24,1.266667,12.70628,12.70628
"9798",NA,150,10,21.73,37.7,19.89,37.4,22.1,34.73,22.06667,34.29,18.5,43.32667,7.53,29.5,19.2,28.89,22.89,36.66333,19.29,34.79,6.65,762.1833,68.83333,3.166667,24,1.233333,12.66595,12.66595
"9799",NA,140,10,21.79,37.96,19.89,37.62667,22.16667,34.86333,22,34.13333,18.5,43.4,7.4,29.59667,19.2,28.89,22.89,36.39,19.29,34.79,6.6,762.2,69,3,24,1.2,31.23811,31.23811
"9800",NA,120,10,21.89,38.09,19.89,37.76,22.2,35.12667,21.8925,33.725,18.56667,43.53,7.333333,29.99667,19.2,28.89,22.79,36.12667,19.29,34.79,6.516667,762.2,69.83333,2.833333,23.33333,1.283333,4.537269,4.537269
"9801",NA,90,0,21.89,38.29667,19.92667,37.93333,22.2,35.26,21.79,33.43333,18.5,43.66333,7.19,30.63,19.2,28.89,22.85667,36.26,19.29,34.79,6.433333,762.2,70.66667,2.666667,22.66667,1.366667,23.0408,23.0408
"9802",NA,100,0,22,37.76667,20,38.13333,22.2,35.4,21.7,33.26,18.6,43.73,7.123333,31.09667,19.2,28.89,22.92667,36.4,19.29,34.73,6.35,762.2,71.5,2.5,22,1.45,45.67112,45.67112
"9803",NA,110,0,22,37.3,20,38.4,22.2,35.32667,21.63333,33.06667,18.53333,43.79,7.09,31.63,19.2,28.89,23,36.4,19.29,34.73,6.266667,762.2,72.33333,2.333333,21.33333,1.533333,24.25992,24.25992
"9804",NA,120,0,22.03333,36.93,20,38.22333,22.2,35.29,21.56667,32.9,18.6,43.9,7.03,31.89,19.2,28.89,23.03333,36.46333,19.29,34.7,6.183333,762.2,73.16667,2.166667,20.66667,1.616667,19.43465,19.43465
"9805",NA,140,10,22.1,36.59667,20,37.96333,22.2,35.23,21.5,32.9,18.53333,43.9,7,32.29,19.2,28.92667,23.1,36.53,19.29,34.7,6.1,762.2,74,2,20,1.7,8.588857,8.588857
"9806",NA,110,0,22.1,36.26,20.1,37.93333,22.2,35.16333,21.35667,32.73,18.6,43.82667,6.95,32.745,19.2,29,23.1,36.59,19.2,34.59,6.066667,762.2667,74.83333,2.166667,20.33333,1.833333,33.8737,33.8737
"9807",NA,100,0,22.16667,36.26,20.1,38.06,22.2,35.09,21.29,32.86333,18.6,43.9,6.9,33.3,19.2,29,23.1,36.33333,19.26,34.59,6.033333,762.3333,75.66667,2.333333,20.66667,1.966667,14.64184,14.64184
"9808",NA,120,0,22.2,36.29,20.1,38.06,22.2,35.045,21.29,33.06667,18.6,43.9,6.9,34.1,19.2,29,23.03333,36.06667,19.23,34.53,6,762.4,76.5,2.5,21,2.1,3.78795,3.78795
"9809",NA,100,0,22.2,36.23,20.1,38,22.2,35,21.29,33.26,18.6,43.9,6.8,35.76333,19.2,29.1,22.96333,35.72333,19.23,34.53,5.966667,762.4667,77.33333,2.666667,21.33333,2.233333,35.98149,35.98149
"9810",NA,80,10,22.29,36.2,20.1,38.06667,22.2,35,21.2,33.43333,18.6,43.79,6.8,37.36333,19.2,29.16667,22.89,35.59,19.2,34.5,5.933333,762.5333,78.16667,2.833333,21.66667,2.366667,6.644992,6.644992
"9811",NA,100,0,22.29,36.2,20.1,38.2,22.2,35,21.2,33.56,18.6,43.79,6.763333,38.55667,19.2,29.2,22.89,35.36333,19.2,34.56,5.9,762.6,79,3,22,2.5,49.55884,49.55884
"9812",NA,100,0,22.29,36.09,20.1,38.2,22.2,35,21.1,33.73,18.6,43.79,6.69,39.63,19.2,29.26,22.82333,35.23,19.2,34.59,5.833333,762.5833,79.33333,3.166667,22.33333,2.483333,4.900034,4.900034
"9813",NA,100,0,22.29,36.09,20.03333,38.12667,22.16667,35,21.1,33.86333,18.6,43.7,6.59,40.39,19.2,29.39,22.79,35.06,19.2,34.59,5.766667,762.5667,79.66667,3.333333,22.66667,2.466667,41.88222,41.88222
"9814",NA,100,0,22.29,36,20,38.09,22.16667,35,21.06667,34,18.6,43.62667,6.5675,40.9975,19.2,29.39,22.79,35,19.2,34.66333,5.7,762.55,80,3.5,23,2.45,27.44902,27.44902
"9815",NA,90,0,22.29,35.96667,20,38.09,22.16667,35,21.06667,34.06,18.6,43.59,6.5,41.66,19.2,29.5,22.76,34.86333,19.2,34.7,5.633333,762.5333,80.33333,3.666667,23.33333,2.433333,49.15708,49.15708
"9816",NA,100,0,22.29,35.9,20,38.09,22.1,35,21,34.09,18.6,43.53,6.466667,42.56667,19.2,29.525,22.7,34.79,19.2,34.7,5.566667,762.5167,80.66667,3.833333,23.66667,2.416667,35.19369,35.19369
"9817",NA,90,0,22.29,35.9,19.92667,38.09,22.1,35,21,34.16333,18.6,43.5,6.4,42.83333,19.2,29.6,22.7,34.7,19.2,34.7,5.5,762.5,81,4,24,2.4,14.09572,14.09572
"9818",NA,90,0,22.29,35.82667,19.89,38.16333,22.1,35,20.96333,34.23,18.6,43.43333,6.3,43.53,19.2,29.6,22.7,34.7,19.2,34.7,5.466667,762.5,81.33333,3.833333,24.16667,2.433333,12.6695,12.6695
"9819",NA,80,30,22.29,35.79,19.89,38.09,22.1,35,20.945,34.3175,18.6,43.4,6.226667,43.79,19.2,29.6,22.6,34.5,19.2,34.7,5.433333,762.5,81.66667,3.666667,24.33333,2.466667,8.871202,8.871202
"9820",NA,40,0,22.23,35.73,19.79,37.96667,22.1,35.06,20.96333,34.6,18.6,43.4,6.19,44.43333,19.2,29.66333,22.6,34.83333,19.2,34.76,5.4,762.5,82,3.5,24.5,2.5,0.1449634,0.1449634
"9821",NA,70,0,22.2,35.7,19.79,37.82667,22,35.23,20.89,34.86333,18.6,43.29,6.19,44.63333,19.2,29.79,22.7,35.75667,19.23,35.53,5.366667,762.5,82.33333,3.333333,24.66667,2.533333,22.70648,22.70648
"9822",NA,60,0,22.2,35.7,19.745,37.845,22,35.36333,20.89,34.86333,18.6,43.36333,6.09,44.65667,19.2,29.82333,22.7,36.42333,19.29,35.99,5.333333,762.5,82.66667,3.166667,24.83333,2.566667,49.61926,49.61926
"9823",NA,50,0,22.2,35.79,19.7,38,22,35.4,20.89,34.79,18.56667,43.53,6.09,45.26333,19.2,29.96333,22.76,37.22667,19.32333,36.5,5.3,762.5,83,3,25,2.6,40.84372,40.84372
"9824",NA,30,10,22.13333,35.86333,19.63333,38,21.92667,35.4,20.82333,34.79,18.56667,43.59,6.06,45.73,19.2,30.03333,22.7,37.76667,19.32333,36.83333,5.266667,762.5,83.16667,3,24.83333,2.6,3.320302,3.320302
"9825",NA,30,0,22.1,35.9,19.6,38.09,21.89,35.5,20.79,34.79,18.6,43.62667,6,45.93,19.2,30.1,22.66667,38.2,19.32333,37.12667,5.233333,762.5,83.33333,3,24.66667,2.6,44.94678,44.94678
"9826",NA,40,0,22.1,35.96667,19.6,38.16333,21.89,35.5,20.79,34.79,18.53333,43.7,5.966667,46.36,19.2,30.1,22.575,38.425,19.39,37.26,5.2,762.5,83.5,3,24.5,2.6,41.47959,41.47959
"9827",NA,50,0,22,35.9,19.5,38.2,21.89,35.545,20.76,34.79,18.5,43.79,5.9,46.83333,19.2,30.16667,22.5,38.96,19.35667,37.32667,5.166667,762.5,83.66667,3,24.33333,2.6,1.20438,1.20438
"9828",NA,60,0,22,35.9,19.5,38.26,21.89,35.59,20.7,34.79,18.5,43.79,5.866667,47.32667,19.26,30.26,22.5,39.53,19.35667,37.46667,5.133333,762.5,83.83333,3,24.16667,2.6,23.62596,23.62596
"9829",NA,50,0,22,36,19.46333,38.36333,21.82333,35.53,20.7,34.79,18.5,43.9,5.8,47.66,19.2,30.26,22.5,40.06333,19.39,37.59,5.1,762.5,84,3,24,2.6,13.61675,13.61675
"9830",NA,60,0,22,36,19.39,38.36333,21.82333,35.56667,20.7,34.79,18.5,43.9,5.8,48.09667,19.29,30.39,22.5,40.43333,19.39,37.695,5.116667,762.4667,83.66667,3,23.83333,2.566667,16.82475,16.82475
"9831",NA,70,0,21.96333,36.09,19.35667,38.43333,21.82333,35.62667,20.7,34.86333,18.5,44,5.7725,48.4975,19.29,30.39,22.5,40.69333,19.39,37.79,5.133333,762.4333,83.33333,3,23.66667,2.533333,2.864747,2.864747
"9832",NA,60,0,21.89,36.16333,19.29,38.5,21.82333,35.62667,20.63333,34.79,18.5,44.03,5.69,48.9,19.29,30.39,22.39,41.06667,19.39,37.93333,5.15,762.4,83,3,23.5,2.5,10.26225,10.26225
"9833",NA,50,10,21.89,36.12667,19.26,38.59,21.89,35.7,20.6,34.79,18.5,44.09,5.69,49.15667,19.29,30.46333,22.39,41.33333,19.39,38.06,5.166667,762.3667,82.66667,3,23.33333,2.466667,43.49388,43.49388
"9834",NA,60,0,21.865,36.1725,19.2,38.59,21.89,35.7,20.6,34.79,18.5,44.12667,5.69,49.29,19.29,30.5,22.39,41.46333,19.39,38.23,5.183333,762.3333,82.33333,3,23.16667,2.433333,47.0257,47.0257
"9835",NA,50,0,21.79,36.09,19.2,38.7,21.96333,35.7,20.6,34.79,18.5,44.2,5.69,49.33333,19.29,30.525,22.39,41.66333,19.39,38.36333,5.2,762.3,82,3,23,2.4,48.02463,48.02463
"9836",NA,50,0,21.79,36.09,19.13333,38.7,22,35.73,20.53333,34.86333,18.5,44.2,5.69,49.33333,19.29,30.6,22.39,41.82667,19.39,38.59,5.216667,762.3,81.66667,3,23,2.35,6.177136,6.177136
"9837",NA,60,0,21.73,36.09,19.1,38.79,22,35.79,20.5,34.9,18.5,44.26,5.69,49.26,19.29,30.6,22.32333,41.96667,19.39,38.72333,5.233333,762.3,81.33333,3,23,2.3,44.0646,44.0646
"9838",NA,50,0,21.7,36.16333,19.1,38.79,22,35.82667,20.5,34.9,18.5,44.29,5.69,49.46,19.29,30.6,22.29,42.09,19.39,38.93333,5.25,762.3,81,3,23,2.25,28.26834,28.26834
"9839",NA,60,0,21.7,36.16333,19,38.79,22,35.9,20.5,34.9,18.5,44.36333,5.656667,49.66333,19.29,30.63333,22.29,42.16333,19.39,39.06,5.266667,762.3,80.66667,3,23,2.2,26.60689,26.60689
"9840",NA,70,0,21.66667,36.09,19,38.86333,22.03333,35.93333,20.46333,34.86333,18.5,44.4,5.656667,49.53,19.29,30.7,22.29,42.29,19.39,39.09,5.283333,762.3,80.33333,3,23,2.15,29.95651,29.95651
"9841",NA,50,0,21.6,36.09,18.89,38.9,22.1,36.06,20.39,34.79,18.5,44.46667,5.623333,48.56667,19.29,30.7,22.23,42.29,19.39,39.09,5.3,762.3,80,3,23,2.1,2.871144,2.871144
"9842",NA,60,10,21.6,36.09,18.89,38.845,22.1,36.09,20.46333,34.9,18.5,44.5,5.69,47.76667,19.23,30.63333,22.29,42.29,19.42667,39.12667,5.266667,762.2667,79.33333,3,23.33333,1.933333,7.619044,7.619044
"9843",NA,50,0,21.6,36.09,18.89,38.9,22.1,36.09,20.46333,34.9,18.5,44.5,5.69,47.22333,19.29,30.7,22.29,42.36333,19.42667,39.12667,5.233333,762.2333,78.66667,3,23.66667,1.766667,16.10739,16.10739
"9844",NA,50,0,21.5,36.12667,18.79,38.82667,22.1,36.09,20.39,34.79,18.5,44.5,5.69,46.83,19.23,30.63333,22.26,42.29,19.39,39.09,5.2,762.2,78,3,24,1.6,30.85661,30.85661
"9845",NA,40,0,21.5,36.2,18.79,38.9,22.1,36.09,20.39,34.79,18.5,44.56,5.623333,46.36333,19.23,30.63333,22.2,42.23,19.46333,39.16333,5.166667,762.1667,77.33333,3,24.33333,1.433333,4.011811,4.011811
"9846",NA,40,0,21.5,36.2,18.76,38.9,22.1,36.245,20.39,34.79,18.5,44.59,5.69,46.36333,19.29,30.7,22.2,42.045,19.42667,39.32667,5.133333,762.1333,76.66667,3,24.66667,1.266667,47.87494,47.87494
"9847",NA,30,0,21.42667,36.12667,18.7,38.96667,22.1,36.26,20.39,34.79,18.5,44.59,5.656667,46.56,19.26,30.66667,22.2,41.86333,19.42667,39.4,5.1,762.1,76,3,25,1.1,46.42902,46.42902
"9848",NA,40,0,21.39,36.09,18.7,38.93333,22.1,36.26,20.35667,34.79,18.5,44.62667,5.59,45.675,19.2,30.6,22.2,41.73,19.39,39.43333,5.083333,762.05,76.16667,3,25.16667,1.133333,47.54596,47.54596
"9849",NA,70,0,21.39,36.09,18.63333,39,22.1,36.29,20.29,34.79,18.42667,44.62667,5.59,45.2,19.23,30.63333,22.16667,41.7,19.445,39.5675,5.066667,762,76.33333,3,25.33333,1.166667,5.3315,5.3315
"9850",NA,60,0,21.39,36.09,18.66667,39,22.1,36.36333,20.29,34.79,18.5,44.7,5.59,44.4,19.23,30.63333,22.1,41.7,19.39,39.59,5.05,761.95,76.5,3,25.5,1.2,27.89337,27.89337
"9851",NA,60,10,21.32333,36.16333,18.6,39,22.1,36.4,20.29,34.79,18.5,44.7,5.59,44.06667,19.23,30.63333,22.16667,41.7,19.42667,39.73,5.033333,761.9,76.66667,3,25.66667,1.233333,37.14951,37.14951
"9852",NA,50,0,21.35667,36.2,18.6,39,22.1,36.4,20.29,34.79,18.42667,44.62667,5.5,43.86333,19.23,30.63333,22.1,41.62667,19.5,39.79,5.016667,761.85,76.83333,3,25.83333,1.266667,17.11527,17.11527
"9853",NA,50,0,21.29,36.2,18.53333,39,22.1,36.5,20.29,34.79,18.46333,44.66333,5.5,43.93,19.2,30.6,22.1,41.7,19.5,39.79,5,761.8,77,3,26,1.3,18.51622,18.51622
"9854",NA,60,0,21.29,36.2,18.5,39.03,22.1,36.5,20.23,34.7,18.46333,44.66333,5.5,44.39,19.2,30.6,22.1,41.7,19.5,39.79,4.983333,761.75,77,3.166667,25.16667,1.283333,33.07604,33.07604
"9855",NA,50,0,21.2,36.09,18.5,39.09,22.1,36.59,20.29,34.7,18.5,44.7,5.5,44.33,19.2,30.6,22.1,41.76,19.5,39.79,4.966667,761.7,77,3.333333,24.33333,1.266667,3.890813,3.890813
"9856",NA,60,0,21.2,36.09,18.39,39.03,22.1,36.59,20.2,34.66333,18.42667,44.62667,5.4,43.55667,19.2,30.6,22.1,41.7,19.5,39.79,4.95,761.65,77,3.5,23.5,1.25,9.463278,9.463278
"9857",NA,60,0,21.2,36.09,18.39,39.09,22.1,36.59,20.2,34.59,18.42667,44.73,5.4,43.03,19.2,30.6,22,41.46667,19.5,39.82667,4.933333,761.6,77,3.666667,22.66667,1.233333,20.40616,20.40616
"9858",NA,60,0,21.2,36.09,18.35667,39.09,22.1,36.59,20.2,34.59,18.42667,44.73,5.4,42.86333,19.2,30.56667,22,41.4,19.5,39.9,4.916667,761.55,77,3.833333,21.83333,1.216667,10.63225,10.63225
"9859",NA,50,0,21.16667,36.2,18.35667,39.16333,22.2,36.59,20.2,34.66333,18.39,44.7,5.4,42.99,19.2,30.5,22,41.26,19.5,39.9,4.9,761.5,77,4,21,1.2,49.01358,49.01358
"9860",NA,60,0,21.1,36.2,18.29,39.2,22.2,36.59,20.2,34.59,18.46333,44.76,5.3,43.09,19.2,30.5,22,41.2,19.5,39.9,4.883333,761.5,77.33333,3.833333,28.16667,1.233333,22.77937,22.77937
"9861",NA,50,0,21.1,36.2,18.29,39.2225,22.2,36.59,20.2,34.59,18.39,44.7,5.3,43.09,19.2,30.5,22,41.16333,19.5,39.9,4.866667,761.5,77.66667,3.666667,35.33333,1.266667,47.77306,47.77306
"9862",NA,50,0,21.1,36.2,18.29,39.29,22.2,36.59,20.2,34.59,18.39,44.7,5.3,43.23,19.2,30.5,22,41.09,19.5,39.9,4.85,761.5,78,3.5,42.5,1.3,1.352826,1.352826
"9863",NA,50,0,21.06667,36.26,18.2,39.23,22.1,36.59,20.1,34.59,18.39,44.7,5.3,43.29,19.2,30.5,22,41,19.5,39.9,4.833333,761.5,78.33333,3.333333,49.66667,1.333333,2.043592,2.043592
"9864",NA,60,0,21,36.2,18.2,39.29,22.1,36.59,20.1,34.59,18.46333,44.76,5.3,43.3,19.2,30.5,21.92667,41,19.5,39.96667,4.816667,761.5,78.66667,3.166667,56.83333,1.366667,25.80468,25.80468
"9865",NA,60,0,21,36.2,18.2,39.4,22.1,36.7,20.1,34.59,18.39,44.7,5.3,43.46333,19.2,30.5,21.89,40.9,19.5,40,4.8,761.5,79,3,64,1.4,5.116757,5.116757
"9866",NA,60,0,20.92667,36.2,18.13333,39.4,22.2,36.7,20.1,34.59,18.39,44.76,5.3,43.72333,19.2,30.5,21.89,40.9,19.5,40,4.8,761.55,79,2.833333,64,1.416667,38.13105,38.13105
"9867",NA,50,0,20.89,36.29,18.16667,39.43333,22.2,36.7,20.1,34.59,18.39,44.76,5.3,43.96333,19.2,30.5,21.89,40.9,19.5,40.09,4.8,761.6,79,2.666667,64,1.433333,8.094043,8.094043
"9868",NA,50,0,20.89,36.29,18.1,39.5,22.2,36.66333,20.1,34.59,18.39,44.76,5.3,44.22333,19.2,30.5,21.89,40.9,19.5,40.09,4.8,761.65,79,2.5,64,1.45,8.429618,8.429618
"9869",NA,40,0,20.89,36.29,18.1,39.5,22.2,36.66333,20.1,34.59,18.39,44.79,5.3,44.5,19.2,30.5,21.82333,40.9,19.5,40.09,4.8,761.7,79,2.333333,64,1.466667,42.89799,42.89799
"9870",NA,40,0,20.89,36.29,18.1,39.5,22.16667,36.59,20.03333,34.53,18.39,44.79,5.3,44.62667,19.13333,30.5,21.79,40.93333,19.5,40.23,4.8,761.75,79,2.166667,64,1.483333,3.016559,3.016559
"9871",NA,30,0,20.79,36.23,18.1,39.59,22.1,36.66333,20.06667,34.56,18.39,44.86333,5.3,44.82667,19.2,30.5,21.79,41.06,19.5,40.23,4.8,761.8,79,2,64,1.5,16.46827,16.46827
"9872",NA,50,0,20.79,36.29,18.1,39.59,22.06667,36.66333,20,34.5,18.39,45.12667,5.3,45.02667,19.2,30.5,21.79,41.09,19.5,40.26,4.833333,761.8,79.33333,2.166667,56.66667,1.566667,41.09319,41.09319
"9873",NA,60,0,20.79,36.29,18.1,39.59,22,36.66333,20,34.5,18.39,45.2,5.333333,45.32667,19.13333,30.5,21.79,41.09,19.5,40.26,4.866667,761.8,79.66667,2.333333,49.33333,1.633333,22.33461,22.33461
"9874",NA,60,0,20.79,36.29,18.03333,39.59,22,36.7,20,34.5,18.39,45.23,5.4,45.6,19.2,30.5,21.79,41.32667,19.5,40.29,4.9,761.8,80,2.5,42,1.7,47.94851,47.94851
"9875",NA,60,0,20.79,36.29,18,39.62667,22,36.7,20,34.5,18.39,45.23,5.433333,45.86,19.2,30.5,21.79,41.52667,19.5,40.29,4.933333,761.8,80.33333,2.666667,34.66667,1.766667,38.50345,38.50345
"9876",NA,60,0,20.79,36.29,18,39.7,22,36.7,20,34.5,18.39,45.2,5.5,46.06,19.13333,30.5,21.79,41.79,19.5,40.29,4.966667,761.8,80.66667,2.833333,27.33333,1.833333,12.57527,12.57527
"9877",NA,80,0,20.73,36.29,18,39.7,22.06667,36.76,20,34.5,18.39,45.2,5.5,46.12667,19.1,30.6,21.79,41.86333,19.5,40.36333,5,761.8,81,3,20,1.9,10.98971,10.98971
"9878",NA,110,0,20.7,36.45667,18,39.7,22,36.7,19.89,34.46667,19.93,82.76667,5.5,46.26,19.16667,30.6,21.79,41.79,19.5,40.62667,5.016667,761.85,81,3.166667,20.16667,1.933333,48.76765,48.76765
"9879",NA,100,0,20.76,36.99,18,39.995,22,36.56667,19.96333,34.4,20.45667,82.96667,5.59,46.46333,19.1,30.5,21.79,41.73,19.5,40.56667,5.033333,761.9,81,3.333333,20.33333,1.966667,32.36129,32.36129
"9880",NA,90,0,20.79,37.15667,18,40.32667,21.96333,36.22333,19.96333,34.4,19.79333,83.42333,5.59,46.59,19.1,30.42667,21.79,40.8,19.5,40.43,5.05,761.95,81,3.5,20.5,2,32.31332,32.31332
"9881",NA,100,0,20.79,37.15667,18,40.4,21.82333,36.03,19.89,34.46667,19.46,82.89667,5.69,46.845,19.03333,30.23,21.79,39.99333,19.5,40.15667,5.066667,762,81,3.666667,20.66667,2.033333,31.91864,31.91864
"9882",NA,100,0,20.79,37.06,18,40.29,21.79,35.76,19.89,34.5,19.16667,81.86333,5.8,46.93333,19.03333,30.23,21.79,39.29667,19.5,39.93,5.083333,762.05,81,3.833333,20.83333,2.066667,4.843736,4.843736
"9883",NA,90,0,20.79,37,18,40.29,21.73,35.7,19.89,34.43333,19.1,81.06333,5.8,46.93333,19.06667,30.26,21.79,38.89,19.42667,39.59667,5.1,762.1,81,4,21,2.1,22.98798,22.98798
"9884",NA,100,0,20.79,36.9,18,40.16333,21.7,35.56,19.89,34.4,19.1,79.22667,5.8,47.09,19,30.2,21.79,38.43,19.39,39.22333,5.183333,762.05,80.5,3.833333,22.16667,2.1,48.19439,48.19439
"9885",NA,90,0,20.79,36.9,18,40.03,21.7,35.5,19.89,34.32667,19.03333,77.1,5.866667,47.22333,19,30.2,21.79,38.03,19.39,39.09,5.266667,762,80,3.666667,23.33333,2.1,46.0709,46.0709
"9886",NA,140,0,20.79,36.79,18,39.86333,21.63333,35.36,19.85667,34.26,19,73.66333,5.933333,47.59,19,30.2,21.79,37.645,19.39,38.7,5.35,761.95,79.5,3.5,24.5,2.1,10.04472,10.04472
"9887",NA,370,0,20.79,36.73,18,39.79,21.6,35.29,19.79,34.12667,18.92667,70.45667,6.126667,47.46333,19,30.2,21.89,37.43,19.39,38.6175,5.433333,761.9,79,3.333333,25.66667,2.1,15.27482,15.27482
"9888",NA,230,0,20.79,36.59,18.1,39.66333,21.66667,35.36333,19.79,34.09,18.89,68.64,6.4,46.62333,19,30.2,21.82333,37.15667,19.39,38.46333,5.516667,761.85,78.5,3.166667,26.83333,2.1,4.397409,4.397409
"9889",NA,100,0,20.79,36.59,18.03333,38.92333,21.6,35.26,19.79,34.09,18.79,66.1,6.4,45.62333,19,30.2,21.79,36.96667,19.39,38.26,5.6,761.8,78,3,28,2.1,24.47623,24.47623
"9890",NA,90,0,20.79,36.62333,18,38.46667,21.6,35.12667,19.79,34,18.79,63.1,6.563333,44.63,19,30.2,21.73,36.82667,19.32333,38.12667,5.633333,761.85,78.33333,2.833333,28,2.183333,19.50549,19.50549
"9891",NA,140,0,20.79,37.95667,18.13333,38.6,21.6,35,19.79,34,18.79,60.82667,6.896667,43.83,19,30.2,21.89,37,19.39,38.06,5.666667,761.9,78.66667,2.666667,28,2.266667,8.908254,8.908254
"9892",NA,150,0,20.89,38.95,18.29,38.86,21.6,35.06,19.79,33.96667,18.79,59.02667,7.123333,41.46,19,30.13333,21.89,37.06,19.39,37.93333,5.7,761.95,79,2.5,28,2.35,11.30999,11.30999
"9893",NA,110,10,20.89,39.86,18.43,39.13333,21.6,35.23,19.79,33.9,18.79,57.29333,7.263333,41.06667,19,30.2,22.03333,37.12667,19.35667,37.76,5.733333,762,79.33333,2.333333,28,2.433333,17.08503,17.08503
"9894",NA,130,0,20.96333,39.46667,18.53333,39.23,21.6,35.43,19.79,33.9,18.79,56.23333,7.263333,40.86,19,30.2,22.03333,37.12667,19.35667,37.62667,5.766667,762.05,79.66667,2.166667,28,2.516667,6.318991,6.318991
"9895",NA,100,0,21,38.69333,18.6,39.56333,21.6,35.59,19.79,33.9,18.76,55.16667,7.123333,41.19333,19,30.2,22.1,37.29,19.32333,37.5,5.8,762.1,80,2,28,2.6,3.258182,3.258182
"9896",NA,130,0,21,38.22667,18.63333,39.73,21.66667,35.66333,19.79,33.9,18.715,54.15,7.26,42.06667,19,30.23,22.16667,37.29,19.32333,37.43333,5.8,762.05,80.66667,2.333333,30,2.716667,13.87181,13.87181
"9897",NA,490,0,21,37.83333,18.76,39.73,21.6,35.59,19.79,33.93333,18.73,53.6,7.4,42.26,19,30.29,22.29,37.5,19.29,37.36333,5.8,762,81.33333,2.666667,32,2.833333,30.02053,30.02053
"9898",NA,410,0,21,37.7,18.79,39.495,21.6,35.79667,19.79,34,18.7,52.86333,7.295,42.9,19,30.32333,22.35667,37.5,19.29,37.29,5.8,761.95,82,3,34,2.95,13.65722,13.65722
"9899",NA,360,0,21.03333,37.62667,18.82333,39.4,21.86,37.26667,19.7,34.03,18.7,52.25667,7.09,44.66,19,30.46333,22.42667,37.56667,19.35667,37.23,5.8,761.9,82.66667,3.333333,36,3.066667,47.07445,47.07445
"9900",NA,340,0,21.03333,37.7,18.89,39.32667,22.19333,38.52667,19.7,34.09,18.7,51.69333,7.23,44.52667,19,30.5,22.5,37.7,19.35667,37.29,5.8,761.85,83.33333,3.666667,38,3.183333,39.96382,39.96382
"9901",NA,310,0,21.1,37.66333,19.03333,39.32667,22.69667,39.36667,19.7,34.09,18.7,51.3,7.826667,43.33333,19,30.56667,22.53333,37.7,19.29,37.29,5.8,761.8,84,4,40,3.3,4.495748,4.495748
"9902",NA,290,0,21.1,37.53,19.16667,39.26667,23.03,39.76,19.7,34.16333,18.7,50.79667,8.16,41.13333,19,30.6,22.6,37.7,19.29,37.23,5.966667,761.75,82.33333,3.833333,40,3.15,19.63854,19.63854
"9903",NA,230,0,21.2,37.46667,19.29,39.16333,23.32333,39.96667,19.7,34.2,18.7,50.46333,8.16,39.72333,19,30.6,22.7,37.66333,19.29,37.2,6.133333,761.7,80.66667,3.666667,40,3,8.742499,8.742499
"9904",NA,150,0,21.26,37.4,19.35667,39.03,23.4975,39.7675,19.7,34.2,18.7,50.13333,8.033333,39.59,19,30.66667,22.76,37.59,19.35667,37.12667,6.3,761.65,79,3.5,40,2.85,22.83765,22.83765
